raw_sentence,labels
"One would have to outbid by at least 15 percent , but there is going to be a ( Santa Fe ) deal with someone , "" he said .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Barcelona had won the first leg 5-2 but the second leg was a different story .,"['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Karlsruhe 2 1 1 0 5 3 4,"['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
division soccer match played on Tuesday :,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"The number of working rigs in European / Mediterranean remained unchanged this week , with 105 rigs under contract out of a total fleet of 105 , a utilization rate of 100 percent .","['O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
""" Probably 100 refugees were shown where to put their cross , "" he said .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
He was referring to congressional elections scheduled for May 11 and to the three coup attempts faced by President Corazon Aquino since she toppled Marcos a year ago .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O']"
ANNEX A,"['O', 'O']"
BONN 1996-08-28,"['B-LOC', 'O']"
It is not clear when the conference will be held .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Qualifier vs. 2 - Michael Chang ( U.S. ),"['O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O']"
"What we like would be Seles , ( Olympic champion Lindsay ) Davenport and Mary Joe Fernandez . ""","['O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'B-MISC', 'O', 'B-PER', 'O', 'B-PER', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O']"
Paris St Germain 1 Nancy 2,"['B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'O']"
GREEK SOCIALISTS GIVE GREEN LIGHT TO PM FOR ELECTIONS .,"['B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"No specific date in January has been selected for the debt sale , the official added .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Gross foreign debt 27,535.5 27,246.5","['O', 'O', 'O', 'O', 'O']"
"In 1986 Romania suffered an epidemic of the more dangerous bacterial meningitis which has killed some 15,000 people in central Africa this year .","['O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O']"
"Israeli security forces have been pursuing Bedouin Palestinians living in the desolate wilderness between East Jerusalem and the Dead Sea , where several Jewish settlements have been established .","['B-MISC', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O']"
3 - Arantxa Sanchez Vicario ( Spain ) beat Nicole Arendt ( U.S. ),"['O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O']"
"- Schoenefeld 6,746 up 16.8","['O', 'B-LOC', 'O', 'O', 'O']"
INDIANA 7 8 .467 8 1/2,"['B-ORG', 'O', 'O', 'O', 'O', 'O']"
But I do n't think it would be wise to play up the political aspect of this .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Now , U.S. District Judge Mark Wolf has ordered the chief counsel for Biogen , Michael Astrue , and Robert Chabora , his counterpart at Berlex be deposed about a May 21 meeting the two men attended to help him determine whether the lawsuit filed by Biogen against Berlex should be heard in Massachusetts .","['O', 'O', 'B-LOC', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-PER', 'I-PER', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'B-LOC', 'O']"
3-2 25-1 3-2 25-1,"['O', 'O', 'O', 'O']"
"On the KCBT , January finished 26.5 cents lower at $ 3.35 after dipping to a low of $ 3.33 earlier in the session .","['O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Sir Mark Prescott landed his first group one victory in 25 years as a trainer when his top sprinter Pivotal , a 100-30 chance , won the Nunthorpe Stakes on Thursday .","['O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O']"
6. FTC 3 2 - 1 8 7 6,"['O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Keith O'Neill of Norwich City joins Niall Quinn up front .,"['B-PER', 'I-PER', 'O', 'B-ORG', 'I-ORG', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O']"
Men 's 800 metres :,"['O', 'O', 'O', 'O', 'O']"
""" The client 's goal is to complete its year 2000 conversion activities by the end of 1997 , "" the statement said .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
BEIJING 1996-08-27,"['B-LOC', 'O']"
But Chernomyrdin took pains at the weekend to insist Lebed was playing for a united team and that the proposals he took to rebel chief-of-staff Aslan Maskhadov had been agreed by Yeltsin .,"['O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'B-PER', 'O']"
Strasbourg 4 1 0 3 2 7 3,"['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Bumping Agassi up to the sixth seeding avoided the possibility that he would run into Sampras as early as the quarter-finals , but they could lock horns in the semis .","['O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
SYDNEY 1996-08-29,"['B-LOC', 'O']"
Aides said Clinton planned to spend most of Thursday in his hotel room several miles ( km ) from the convention hall working on his speech .,"['O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
It is an example of Clinton 's strategic planning as he heads into the stretch drive for the Nov. 5 presidential election .,"['O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"The 2-1 aggregate took Mauritius into the group phase of the qualifiers for the 1998 finals , and kept up the Seychelles ' record of never having won an official match in their 10 years of FIFA membership .","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O']"
"Steers and heifers were not tested , compared with Thursday 's close , USDA said .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O']"
MINNESOTA 65 64 .504 11,"['B-ORG', 'O', 'O', 'O', 'O']"
278 Greg Norman ( Australia ) 70 68 69 71,"['O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O']"
Qidra had said Dahman was arrested on suspicion of making a false statement .,"['B-PER', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
JAKARTA 1996-08-29,"['B-LOC', 'O']"
""" Bernard Ingham told me that if I ever heard anything that indicated danger I was to let him know , "" Orr said .","['O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O']"
President Corazon Aquino announced government plans to devote to land reform an estimated 24 billion pesos ( about one billion U.S. Dlrs ) raised from the sale of failed businesses taken over by the government .,"['O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"German Chancellor Helmut Kohl , who spoke to President Boris Yeltsin by telephone on Wednesday , plans a trip to Moscow on September 7 and will visit Yeltsin at his vacation home near Moscow , Interfax news agency said .","['B-MISC', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-ORG', 'O', 'O', 'O', 'O']"
Strasbourg 1 Le Havre 0,"['B-ORG', 'O', 'B-ORG', 'I-ORG', 'O']"
""" Cozma 's blow was not too painful because I 'm a tall man , "" Lupu told Reuters on Tuesday .","['O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'B-ORG', 'O', 'O', 'O']"
The ailing Yassin is the spiritual leader of the fundamentalist Hamas group which has killed scores of Israelis in suicide attacks aimed at wrecking Israel-PLO peace deals .,"['O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O']"
Former England manager Bobby Robson enjoyed his first success in charge of Barcelona as his team weathered 90 minutes of non-stop Atletico Madrid pressure to win the Spanish Super Cup 6-5 on aggregate on Wednesday .,"['O', 'B-LOC', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'B-MISC', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O']"
"They lost 2.21 percent , depressed by a wave of new Canadian supply .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O']"
HONG KONG 1996-08-31,"['B-LOC', 'I-LOC', 'O']"
"The 19-year-old Philippoussis , who beat Sampras in the third round of this year 's Australian Open , stayed calm in a nervy third-set tie break against Rosset .","['O', 'O', 'B-PER', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O']"
"( Spain ) 67 67 69 , Jonathan Lomas 67 67 69 , Paul Eales","['O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER']"
"At a news conference attended by approximately 50 players on Sunday , U.S. Davis Cup player Todd Martin expressed the players ' outrage at the seedings .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'B-MISC', 'I-MISC', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"They buy fresh pasta , subscribe to Bon Appetit magazine and were `` first on their block with a wok , '' as described by Karin Brown , General Foods senior product manager for its new coffee , called Private Collection out of GF 's Maxwell House division .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O']"
Zurich 9 2 5 2 9 9 11,"['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Odra Wodzislaw 7 3 1 3 13 10 10,"['B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
""" We will not achieve the full 37 million French franc ( net ) profit forecast , "" Frater said . ""","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O']"
Results of Scottish league soccer,"['O', 'O', 'B-MISC', 'O', 'O']"
The case is one of only a handful in which authorities have managed to track down suspects under a law which lets them pursue Germans who commit sex offences abroad .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O']"
RUGBY LEAGUE - EUROPEAN SUPER LEAGUE RESULT / FINALS STANDINGS .,"['B-MISC', 'I-MISC', 'O', 'B-MISC', 'I-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O']"
"It 's not bad for an old man ! ""","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
11. Heidi Zurbriggen ( Switzerland ) 43,"['O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O']"
U.N. Council concerned about Israeli bulldozers .,"['B-ORG', 'I-ORG', 'O', 'O', 'B-MISC', 'O', 'O']"
"Magnificent , ' ' said Fitzpatrick , New Zealand 's most capped player and the world 's most capped forward .","['O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Williams ( 5-12 ) , who snapped a personal three-game losing streak , allowed five hits , walked two and struck out five .","['B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
SOCCER - GOTHENBURG PUT FERENCVAROS OUT OF EURO CUP .,"['O', 'O', 'B-LOC', 'O', 'B-ORG', 'O', 'O', 'B-MISC', 'I-MISC', 'O']"
Donna Sells,"['B-PER', 'I-PER']"
Results of Austria first division,"['O', 'O', 'B-LOC', 'O', 'O']"
SV Ried 5 1 1 3 6 5 4,"['B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
The cause of the crash was not yet known .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Operating Income 906 962 599 515,"['O', 'O', 'O', 'O', 'O', 'O']"
"Prison officials said they had no record of Mills ' official conversion , but they said that , on May 14 , 1991 , he had asked that a new name , Yuhanna Abdullah Muhammed , be added to his prison file , which is usually an indication of a conversion to Islam .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O']"
"European Union rice experts on Thursday postponed discussion on area aid payments to rice producers because the documents were not available in all the EU languages , an EU offcial said on Friday .","['B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O']"
"Alex Rodriguez had two homers and four RBI for the Mariners , who have dropped three in a row and 11 of 15 .","['B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Buenos Aires Quequen Rosario Bahia Blanca,"['B-LOC', 'I-LOC', 'B-LOC', 'B-LOC', 'B-LOC', 'I-LOC']"
Sandra Dopfer ( Austria ) beat Zina Garrison Jackson ( U.S. ) 2-6 6-3 7-5,"['B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O', 'O', 'O']"
"292 Wayne Westner ( South Africa ) 77 68 73 74 , Sven Struver (","['O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O']"
"Mia , a father of five children , had a restaurant business in a London suburb .","['B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O']"
1-0 .,"['O', 'O']"
"Last Friday Mitchell , who finished fourth at the Atlanta Games , upstaged a trio of Olympic champions including Bailey to win the 100 in Brussels .","['O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']"
SOCCER - GLORIA BISTRITA BEAT 2-1 F.C. VALLETTA .,"['O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'B-ORG', 'I-ORG', 'O']"
TYPE STRAIGHT ISS PRICE 100.92 PAY DATE 24.SEP.96,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Andrew Pitts ( U.S. ) 69 67 138 Mark Cayeux ( Zimbabwe ) 69 69 , Mark Murless 71 67 139 Hennie Swart 75 64 , Andrew Park 72 67 140 Schalk van der Merwe ( Namibia ) 67 73 , Desvonde","['B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'B-PER']"
Division three,"['O', 'O']"
""" She is doing well , "" hospital spokeswoman Carol Norris said . ""","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O']"
First Union National Bank of Florida said on Wednesday it agreed to settle a class action law suit involving its collateral protection insurance ( CPI ) program .,"['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O']"
Scorers :,"['O', 'O']"
England were all out for 326 in their first innings on the second day of the third and final test against Pakistan at The Oval on Friday .,"['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O']"
"`` Although the gravity of oil at the field seems to be low , it seems to flow quite well and around 300 mln barrels could be recovered , '' Carol Bell of Phillips and Drew told Reuters .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'O']"
C. Harris lbw b Wasim 22,"['B-PER', 'I-PER', 'O', 'O', 'B-PER', 'O']"
The Rangers have won 10 of their last 12 games and six of nine meetings against the Indians this season .,"['O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O']"
Samsung 10 Haitai 3,"['B-ORG', 'O', 'B-ORG', 'O']"
"Workers at Salvador voted to strike from Saturday , and it was not clear when further talks between the unions and management would take place .","['O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
""" There were three or four people who could have done it but when I spoke to Alan he was up for it and really wanted it .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"The container was on its way to Romania via the former Yugoslavia from Singapore and was the biggest drugs haul in Malta , police said .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O']"
""" I support their enthusiasm , "" Tarango said about the fans . ""","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O']"
SAN DIEGO 75 60 .556 -,"['B-ORG', 'I-ORG', 'O', 'O', 'O', 'O']"
They have lost two of their three matches so far this season .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Dividend ( H.K. cents ) nil,"['O', 'O', 'B-LOC', 'O', 'O', 'O']"
The daily said the men had wanted to sell the undated manuscript to a Jewish group for five million pounds ( $ 1.5 million ) .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
They said dozens of trucks began moving through the tunnel from both directions after the road reopened .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Allensbach June 12 37.4 32.8 7.3 12.3 5.4,"['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Group B,"['O', 'O']"
"Stocks in London started the week badly after a three-day weekend , slipping 0.3 percent , but bargain-hunters later moved in and the FTSE index recovered most of the lost ground to end only just in negative ground .","['O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
INDICATORS - monthly MTH / MTH PVS YR-AGO INDEX TOTAL,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"lost , winning percentage and games behind ) :","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"But Currin , who is advising several people regarded as perpetrators , said this was not the best way to achieve the commission 's aims .","['O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
SOCCER - FRENCH LEAGUE STANDINGS .,"['O', 'O', 'B-MISC', 'O', 'O', 'O']"
"In announcing its decision , Penn Treaty said it "" will continue to actively pursue entering into the New York long-term care market through licensing or by acquisition . ""","['O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"7,000 .","['O', 'O']"
Neither Meri nor his rival Arnold Ruutel could garner the 68 votes needed from the 101 members of parliament to become president .,"['O', 'B-PER', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Auckland police were seeking an escaped gunman on Tuesday after an incident in which he fired at a 16-year-old schoolgirl , Radio New Zealand said .","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O']"
TENNIS - WEDNESDAY 'S RESULTS FROM THE U.S. OPEN .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O']"
"Trailing fellow Indian Ocean islanders Mauritius 1-0 from the first leg , they were held to a 1-1 draw at home on Saturday despite playing against 10 men for most of the match .","['O', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Gaston Taument scored twice and newly signed Argentine Pablo Sanchez once in Feyenoord Rotterdam 's 3-0 victory over Volendam .,"['B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'B-PER', 'I-PER', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'B-ORG', 'O']"
German carmaker Volkswagen AG said on Wednesday that it expected group net profit to double in the third quarter .,"['B-MISC', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
